源文本	hel模型	liam模型
someone really wants to see you, he will try everything possible and go through the world to get you.	某人真的想见你 他会尽一切可能 穿越世界来接你	某个真正想见你的人 他会尽一切可能 穿越世界 抓住你
Some rain checks may not be rain checks any more, but some may be an everlasting rain checks.	一些雨水检查可能不再是雨水检查,但有些可能是永久性的雨水检查。	有些雨水计数器也许不再是雨水计数器,但有些可能是永久性的雨水计数器。
starting to rain here now	开始下雨了	开始下雨了
it said that you will appear in the dreams of others when you fail to fall asleep.	他说:你们睡不着的时候,必定在别人的梦中。	他说:你们睡不着的时候,将在别的梦中出现。
If one day of us not in together, must look like in is together same	如果有朝一日我们不在一起, 一定看起来像是同一个在一起	如果有朝一日我们不在一起, 一定看起来像是同一个在一起
I wonder if I ever cross your mind, for me it happens all the time.	我在想,我是否曾经 穿过你的心,对我来说,它发生 所有的时间。	对我来说 这种事经常发生
people will always have a place in your heart, but never a place in your life	人永远在你的心中占有一席之地 人生中永远没有一席之地	人永远在你的心中占有一席之地 人生中永远没有一席之地
I wish I could put people on mute.	真希望我能让别人听哑巴	真希望我能让人听哑巴
When others start talking, you are likely to tune out. You would rather just go your own separate way and try to figure out everything on your own.	当其他人开始说话时,你可能会调和一下。你宁愿自己走自己的路,尝试自己解决一切问题。	其他人开始说话时,你可能会调整方向。你宁愿自己另辟一条路,尝试自己想出一切。
The same person, when the smile very beautiful , if the thought of grief to cry, though still beautiful, however,when a lot worse than the smile.	同一个人,当微笑非常美丽, 如果悲伤的念头哭泣, 尽管仍然美丽,然而, 当比微笑更糟糕的时候。	同一个人,当微笑非常美丽, 如果悲伤的念头哭泣,虽然仍然美丽, 但是,当比微笑更糟糕的时候。
Injection of muscle cells boost the strength of the existing muscles around the bladder, easing the symptoms of the condition and reducing the likelihood of embarrassing leaks	注射肌肉细胞会增强膀胱周围现有肌肉的强度,减轻症状,减少出现尴尬泄漏的可能性	注射肌肉细胞可增强膀胱周围现有肌肉的强度,缓解症状,减少出现尴尬泄漏的可能性
The beautiful thing about learning is that nobody can take that away from you.	学习的美好之处在于 没有人能夺走你的一切	学习的美好之处在于 没有人能夺走你的一切
For you, I became the better me.	对你而言,我变得更好	对你而言,我变得更好。
We  really  hit  it  off.	我们真的很合得来	我们非常合得来
While there is life, there is hope.	虽然有生命,但也有希望。	生活是存在的,希望是存在的。
Life is a roller coaster. You can either scream every time you hit a bump,  or you can throw your hands up and enjoy the ride.	人生就像一辆过山车。你可以在每次撞车时喊叫,或者举起手来享受旅程。	人生是一辆过山车。你可以要么每次碰到撞车就叫喊,要么举起双手,享受旅程。
Dear Mom, I may not like you all the time, but I love you always.	亲爱的妈妈,我可能不喜欢你所有的时间, 但我爱你永远。	亲爱的妈妈,我可能不喜欢你所有的时间, 但我爱你永远。
Be happy, no matter what.	无论发生什么 快乐都行	快乐,无论发生什么。
Choice is also need for capacity.	选择也是对能力的需求。	选择也是能力需要。
You have gone, and I will work hard, fall in love seriously and forget you casually.	你已经走了,我会努力工作, 坠入爱河认真 并且轻轻地忘记你。	你走了,我会努力工作 认真坠入爱河 暂时忘记你
Start everyday with a new hope, leave bad memories behind and have faith for a better tomorrow	每天从新的希望开始,留下美好的回忆,相信明天会更美好	每天从新的希望开始,留下美好的回忆,相信更美好的明天
You usually find what you are looking for the moment you stop looking for it.	你通常会发现你在找的东西 当你停止寻找的时候	你通常会发现你所寻找的 停止寻找的那一刻。
it is a typical case of vicious marketing communication which treated law and morality with contempt.	这是一种典型的恶意营销沟通,蔑视法律和道德。	这是一种典型的恶性营销沟通,蔑视法律和道德。
All for one, one for all.	人人为我,人人为我。	人人为我,人人为我。
It is by acts and not by ideas that people live.	人是靠行动而不是靠思想来生存的。	人是靠行动而不是靠思想生存的。
The ones that love us never really leave us. You can always find them in your heart.	爱我们的人永远不会离开我们 你永远可以在你的心里找到他们	爱我们的人永远不会真正离开我们 你永远可以在你的心里找到他们
Let everyone know that today you are a lot stronger than you were yesterday and you will be.	让大家知道,今天你比昨天强得多,你会的。	所有人都要知道,今天你比昨天强得多,而且你将会是。
You can be happy no matter what.	无论发生什么,你都可以幸福	不论发生什么,你都可以幸福。
Theres somebody out there for everybody. You just have to wait for god to bring them into your life.	你只需要等待上帝把他们带进你的生活	外面有为每个人服务的人 你只需要等待上帝 让他们进入你的生活
defeat is not the worst of failures. not to have tried is the true failure.	失败并不是最糟糕的失败。 不尝试就是真正的失败。	失败并不是最糟糕的失败。 不尝试就是真正的失败。
we are young, we may want several love experiences. But as time goes on, you will realize that if you really love someone, the whole life will not be enough.	我们年轻的时候,我们也许想要一些爱情体验。但随着时间的流逝,你会意识到,如果你真的爱一个人,整个生命将是不够的。	年轻时,我们可能需要几个爱情体验。但随着时间的流逝,你会意识到,如果你真的爱一个人,整个人生是不够的。
I miss you. A little too much, a little too often, and a little more every day.	我想念你 有点太过分了 有点太频繁了 每天都多一点	我想念你 有点太过分 有点太频繁 每天都多一点
When your mother or father is calling, Do not be slow to respond. When my parents call me, I will answer them right away.	当你们的父母呼唤你们的时候,你们不要反应迟缓,当父母召唤我的时候,我立刻回答他们。	当你们的父母呼唤你们的时候,你们不要反应迟缓,当父母召唤我的时候,我立刻回答他们。
They always say time changes things, but you actually have to change them yourself.	他们总是说时间会改变事物, 但你必须自己去改变它们。	他们总是说时间会改变事物, 但你必须自己改变它们。
Flowers grown in the green house will wither once taken outside while the grass growing in the wild can never be burned out.	绿屋种植的花朵一旦被拖到外面,就会枯萎,而野外生长的草丛永远不会被烧毁。	绿屋种植的花朵一旦被拖到外面,就会枯萎,野生的青草永远无法熄灭。
